year_a,year_b,id_a,id_b,sim,kind,headline_b
2017,2018,R86,R87,1.0,VERBATIM+RENUMBERED,“Stored” air pressure on the ROBOT must be no greater than 120 psi (~827 kPa). No stored air
2017,2018,R89,R90,1.0,VERBATIM+RENUMBERED,Pressure gauges must be placed in easily visible locations upstream and downstream of the
2017,2018,R93,R94,1.0,VERBATIM+RENUMBERED,The pressure switch requirements are:
2017,2018,R97,R98,1.0,VERBATIM+RENUMBERED,"The OPERATOR CONSOLE, the set of COMPONENTS and MECHANISMS used by the"
2017,2018,R98,R99,1.0,VERBATIM+RENUMBERED,Devices hosting the Driver Station software must only interface with the Field Management
2017,2018,T7,T7,1.0,VERBATIM,TIMEOUTS are not transferrable between ALLIANCES.
2017,2018,T11,T11,1.0,VERBATIM,"The ALLIANCE CAPTAIN must report the LINEUP to the Head REFEREE, or their designee, in"
2017,2018,T12,T12,0.9963,VERBATIM,"Once the LINEUP has been declared, it cannot be changed unless there is a TIMEOUT. If there"
2017,2018,T1,T1,0.9939,VERBATIM,Teams wanting additional Practice MATCHES may not join the Filler Line unless all criteria listed
2017,2018,R101,R102,0.9933,VERBATIM+RENUMBERED,"OPERATOR CONSOLES shall not be made using hazardous materials, be unsafe, cause an"
2017,2018,R63,R65,0.9933,VERBATIM+RENUMBERED,"The roboRIO Ethernet port must be connected to the Wireless Bridge port labeled “18-24 vPOE,”"
2017,2018,R71,R72,0.9929,VERBATIM+RENUMBERED,"The Driver Station software, roboRIO, Power Distribution Panel, Pneumatics Control Modules,"
2017,2018,R2,R2,0.991,VERBATIM,In the STARTING CONFIGURATION (the physical configuration in which a ROBOT starts a
2017,2018,T8,T8,0.9898,VERBATIM,I
2017,2018,R56,R58,0.9885,VERBATIM+RENUMBERED,Each branch circuit must be protected by one and only one circuit breaker on the PDP per Table
2017,2018,R7,R8,0.9883,VERBATIM+RENUMBERED,"ROBOT parts shall not be made from hazardous materials, be unsafe, cause an unsafe condition,"
2017,2018,R94,R95,0.9881,VERBATIM+RENUMBERED,Any pressure vent plug must be:
2017,2018,R12,R13,0.988,VERBATIM+RENUMBERED,The CAW cost of each non-KOP item must be calculated based on the unit fair market value for
2017,2018,I7,I5,0.9863,VERBATIM+RENUMBERED,Document your costs.
2017,2018,R14,R15,0.9845,VERBATIM+RENUMBERED,Software and mechanical/electrical designs created before Kickoff are only permitted if the source
2017,2018,T9,T9,0.9835,VERBATIM,An ALLIANCE may request neither a TIMEOUT nor a BACKUP TEAM after a Playoff MATCH is
2017,2018,R51,R53,0.9814,VERBATIM+RENUMBERED,The Wireless Bridge (Radio) power must be supplied directly by the 12V 2A output of a CTR
2017,2018,R85,R86,0.981,VERBATIM+RENUMBERED,"The compressor (permitted per R85) may be located off-board the ROBOT, however the"
2017,2018,R100,R101,0.9796,VERBATIM+RENUMBERED,"Other than the system provided by the ARCADE, no other form of wireless communications shall"
2017,2018,I5,I4,0.9781,VERBATIM+RENUMBERED,"Unless the change is listed below, any change to a ROBOT must get re-inspected."
2017,2018,R19,R20,0.9775,VERBATIM+RENUMBERED,Teams permitted to use the ROBOT Access Period per R19-H may only unlock their ROBOT for
2017,2018,R77,R78,0.9773,VERBATIM+RENUMBERED,The PDP CAN interface must be connected to the CAN-bus on the roboRIO (either directly or
2017,2018,C12,C9,0.9772,VERBATIM+RENUMBERED,Plug in to/be in your PLAYER STATION.
2017,2018,T19,T17,0.9771,VERBATIM+RENUMBERED,A Team competing at a Regional Event qualifies for the FIRST Championship by meeting one of
2017,2018,R47,R49,0.9756,VERBATIM+RENUMBERED,The 120A circuit breaker must be quickly and safely accessible from the exterior of the ROBOT.
2017,2018,R69,R70,0.975,VERBATIM+RENUMBERED,The Wireless Bridge must be mounted on the ROBOT such that the diagnostic lights are visible to
2017,2018,R95,R96,0.9744,VERBATIM+RENUMBERED,The outputs from multiple solenoid valves must not be plumbed together.
2017,2018,R43,R45,0.9737,VERBATIM+RENUMBERED,"Non-electrical sources of energy used by the ROBOT, (i.e., stored at the start of a MATCH), shall"
2017,2018,R11,R12,0.9736,VERBATIM+RENUMBERED,"No individual, non-KOP item shall have a value that exceeds $500 USD. The total cost of"
2017,2018,H2,H2,0.973,VERBATIM,Wireless devices not allowed.
2017,2018,R28,R29,0.9708,VERBATIM+RENUMBERED,Each set of BUMPERS (including any fasteners and/or structures that attach them to the
2017,2018,R74,R75,0.9699,MINOR+RENUMBERED,"If a motor is controlled via the MXP, its power regulating device must be connected by one of the"
2017,2018,T6,T6,0.9697,MINOR,There are no cascading TIMEOUTS. If an ALLIANCE calls a TIMEOUT during a FIELD
2017,2018,T20,T18,0.9695,MINOR+RENUMBERED,All Regional events have a minimum of one (1) Wild Card slot. Additional Wild Cards are
2017,2018,R4,R5,0.9694,MINOR+RENUMBERED,"The ROBOT weight must not exceed 120 lbs. When determining weight, the basic ROBOT"
2017,2018,R57,R59,0.9689,MINOR+RENUMBERED,All circuits shall be wired with appropriately sized insulated copper wire (SIGNAL LEVEL cables
2017,2018,T21,T19,0.9688,MINOR+RENUMBERED,"If a member of the Finalist ALLIANCE has already qualified for the FIRST Championship, per"
2017,2018,R60,R62,0.9687,MINOR+RENUMBERED,"CUSTOM CIRCUITS shall not directly alter the power pathways between the ROBOT battery,"
2017,2018,R92,R93,0.9673,MINOR+RENUMBERED,The relief valve must be attached directly to the compressor or attached by legal hard fittings (e.g.
2017,2018,R66,R67,0.9667,MINOR+RENUMBERED,"The roboRIO, Driver Station software, and Wireless Bridge must be configured to correspond to"
2017,2018,T23,T21,0.9667,MINOR+RENUMBERED,Teams selected from the FIRST Championship Waitlist to participate at the FIRST Championship
2017,2018,R70,R71,0.9662,MINOR+RENUMBERED,"ROBOTS must use at least one (1), but no more than two (2), diagnostic Robot Signal Lights"
2017,2018,R96,R97,0.9655,MINOR+RENUMBERED,The Driver Station software provided on the National Instruments website is the only application
2017,2018,R99,R100,0.965,MINOR+RENUMBERED,The OPERATOR CONSOLE must not
2017,2018,C4,C5,0.9638,MINOR+RENUMBERED,Compete with only one (1) ROBOT.
2017,2018,R9,R10,0.9615,MINOR+RENUMBERED,Lubricants may be used only to reduce friction within the ROBOT. Lubricants must not
2017,2018,H1,H1,0.9608,MINOR,COACHES and other Teams: hands off the controls.
2017,2018,R20,R21,0.9587,MINOR+RENUMBERED,"If the ROBOT is accessed before the event, the unbagging must be noted on the ROBOT Lock-"
2017,2018,R68,R69,0.9583,MINOR+RENUMBERED,"No form of wireless communication shall be used to communicate to, from, or within the ROBOT,"
2017,2018,R23,R24,0.9554,MINOR+RENUMBERED,"BUMPERS must be located entirely within the BUMPER ZONE, which is the volume contained"
2017,2018,I9,I7,0.955,MINOR+RENUMBERED,"No student, no Inspection."
2017,2018,R10,R11,0.9542,MINOR+RENUMBERED,The total cost of all items on the ROBOT shall not exceed $4000 USD. All costs are to be
2017,2018,T5,T5,0.9529,MINOR,"If an ALLIANCE wishes to call a TIMEOUT, the ALLIANCE CAPTAIN must submit their"
2017,2018,I3,I3,0.9524,MINOR,Bring it all to Inspection.
2017,2018,R54,R56,0.9524,MINOR+RENUMBERED,The only circuit breakers permitted for use in the PDP are:
2017,2018,R21,R22,0.9521,MINOR+RENUMBERED,"At each Event, Teams may have access to a WITHHOLDING ALLOWANCE. The"
2017,2018,T4,T4,0.9515,MINOR,An ALLIANCE may not call more than one (1) TIMEOUT during the Playoff MATCHES.
2017,2018,R1,R1,0.95,MINOR,"The ROBOT (excluding BUMPERS) must have a FRAME PERIMETER, contained within the"
2017,2018,R40,R42,0.95,MINOR+RENUMBERED,"No batteries other than those allowed per R38 and R39 are allowed on the ROBOT, whether or"
2017,2018,R61,R63,0.9483,MINOR+RENUMBERED,ROBOTS must be controlled via one (1) programmable National Instruments roboRIO (P/N:
2017,2018,I1,I1,0.9477,MINOR,The ROBOT must be built by the Team to play FIRST® POWER UPSM.
2017,2018,R67,R68,0.9474,MINOR+RENUMBERED,All signals must originate from the OPERATOR CONSOLE and be transmitted to the ROBOT via
2017,2018,R46,R48,0.9469,MINOR+RENUMBERED,"All wiring and electrical devices, including all Control System COMPONENTS, shall be electrically"
2017,2018,C7,C6,0.9467,MINOR+RENUMBERED,Show up to your MATCHES.
2017,2018,R44,R46,0.9434,MINOR+RENUMBERED,"The one (1) ROBOT battery, a single pair of Anderson Power Products (or APP) 2-pole SB type"
2017,2018,R45,R47,0.9434,MINOR+RENUMBERED,"All circuits, with the exceptions of those listed in R52 and R54, must connect to, and have power"
2017,2018,R33,R34,0.9422,MINOR+RENUMBERED,"The integral mechanical and electrical system of any motor must not be modified. Motors, servos,"
2017,2018,R82,R83,0.9406,MINOR+RENUMBERED,The only pneumatic system items permitted on ROBOTS include the items listed below.
2017,2018,R49,R51,0.9394,MINOR+RENUMBERED,Any active electrical item that is not an actuator (specified in R33) or core Control System item
2017,2018,H15,H14,0.9367,MINOR+RENUMBERED,POWER CUBES stay in the VAULT.
2017,2018,R5,R6,0.9346,MINOR+RENUMBERED,"Traction devices must not have surface features such as metal, sandpaper, hard plastic studs,"
2017,2018,R29,R30,0.9343,MINOR+RENUMBERED,BUMPERS must be constructed as follows (see Figure 8-6):
2017,2018,R91,R92,0.9333,MINOR+RENUMBERED,"If the stored pressure gauge is kept off-board the ROBOT with the compressor, then only low-"
2017,2018,R17,R18,0.9293,MINOR+RENUMBERED,"If you are attending another event, such as a FIRST Championship or another Regional or District"
2017,2018,R88,R89,0.9291,MINOR+RENUMBERED,"Only the compressor, relief valve, pressure switch, pressure vent plug, pressure gauge, storage"
2017,2018,R31,R32,0.9282,MINOR+RENUMBERED,BUMPERS must be supported by the structure/frame of the ROBOT (see Figure 8-8). To be
2017,2018,R59,R61,0.9271,MINOR+RENUMBERED,"All non-SIGNAL LEVEL wiring with a constant polarity (i.e., except for outputs of relay modules,"
2017,2018,H5,H5,0.9268,MINOR,Identify yourself.
2017,2018,R26,R27,0.9239,MINOR+RENUMBERED,"Each ROBOT must be able to display Red or Blue BUMPERS to MATCH their ALLIANCE color,"
2017,2018,R78,R79,0.9231,MINOR+RENUMBERED,The CAN-bus must be connected to the roboRIO CAN port.
2017,2018,R35,R36,0.9223,MINOR+RENUMBERED,"Each power regulating device may control electrical loads per Table 8-2. Unless otherwise noted,"
2017,2018,T13,T13,0.9222,MINOR,"If a MATCH must be replayed due to an ARCADE FAULT, the LINEUP for the replayed MATCH"
2017,2018,R83,R84,0.9209,MINOR+RENUMBERED,"If pneumatic COMPONENTS are used, the following items are required as part of the pneumatic"
2017,2018,R52,R54,0.9149,MINOR+RENUMBERED,The VRM supplying power to the Wireless Bridge per R53 must be connected to the designated
2017,2018,T22,T20,0.9136,MINOR+RENUMBERED,Unused Wild Card slots will not be backfilled or replaced.
2017,2018,T18,T16,0.9124,MINOR+RENUMBERED,A team is considered to have already earned a FIRST Championship invitation prior to the
2017,2018,R22,R23,0.9124,MINOR+RENUMBERED,ROBOTS are required to use BUMPERS to protect all outside corners of the FRAME
2017,2018,T10,T10,0.9101,MINOR,Pit Crew members may not be in the ALLIANCE STATION or PORTAL during a MATCH.
2017,2018,R6,R7,0.9091,MINOR+RENUMBERED,Protrusions from the ROBOT and exposed surfaces on the ROBOT shall not pose hazards to the
2017,2018,R36,R37,0.9091,MINOR+RENUMBERED,"Servos must be connected to, and only to, one of the following:"
2017,2018,R90,R91,0.9062,MINOR+RENUMBERED,If the compressor is not included on the ROBOT (under the provisions of R87) the “stored”
2017,2018,R13,R14,0.9062,MINOR+RENUMBERED,Physical ROBOT elements created before Kickoff are not permitted. Exceptions are:
2017,2018,H7,H6,0.9038,MINOR+RENUMBERED,No wandering.
2017,2018,R87,R88,0.9032,MINOR+RENUMBERED,“Working” air pressure on the ROBOT must be no greater than 60 psi (~413 kPa) and must be
2017,2018,H4,H4,0.9,MINOR,By invitation only.
2017,2018,R32,R33,0.8931,MINOR+RENUMBERED,The only motors and actuators permitted on 2018 ROBOTS include the following (in any
2017,2018,R37,R38,0.8889,MINOR+RENUMBERED,"The only legal source of electrical energy for the ROBOT during the competition, the ROBOT"
2017,2018,R50,R52,0.8831,MINOR+RENUMBERED,The roboRIO power input must be connected to the dedicated supply terminals on the PDP
2017,2018,S6,S4,0.8794,MINOR+RENUMBERED,"Humans, stay off the FIELD during the MATCH."
2017,2018,R15,R16,0.8759,MINOR+RENUMBERED,All ROBOT elements (including items intended for use during the competition in alternative
2017,2018,T3,T3,0.8756,MINOR,Egregious or repeated violations of any rule or procedure is prohibited.
2017,2018,R39,R41,0.875,MINOR+RENUMBERED,Any battery charger used to charge a ROBOT battery may not be used such that it exceeds 6-
2017,2018,G5,G7,0.8718,MINOR+RENUMBERED,Keep your BUMPERS together.
2017,2018,G6,G8,0.8696,MINOR+RENUMBERED,"ROBOTS must be removed from the FIELD by hand (i.e. no enabling, power, etc.)."
2017,2018,G11,G14,0.8539,MINOR+RENUMBERED,There’s a 5-count on pins.
2017,2018,R30,R31,0.8525,MINOR+RENUMBERED,Corner joints between BUMPERS must be filled with pool noodle material. Examples of
2017,2018,G2,G2,0.8521,MINOR,Be prompt/safe when coming to and going from the FIELD.
2017,2018,R18,R19,0.8421,REWRITTEN+RENUMBERED,Teams must stay “hands-off” their bagged ROBOT elements during the following time periods:
2017,2018,T2,T2,0.8389,REWRITTEN,"During the period when the ARCADE is open for measurement, ROBOTS can be enabled, but"
2017,2018,R41,R43,0.8302,REWRITTEN+RENUMBERED,The ROBOT battery must be secured such that it will not dislodge during vigorous ROBOT
2017,2018,R76,R77,0.8205,REWRITTEN+RENUMBERED,Each PCM must be controlled with signal inputs sourced from the roboRIO and passed via a
2017,2018,R73,R74,0.8108,REWRITTEN+RENUMBERED,"Every relay module (per R35-B), servo controller, and PWM motor controller shall be connected"
2017,2018,H12,H7,0.7994,REWRITTEN+RENUMBERED,You can’t bring/use anything you want.
2017,2018,C3,C4,0.797,REWRITTEN+RENUMBERED,Letting someone coerce you in to throwing a MATCH – also not cool.
2017,2018,C2,C3,0.7968,REWRITTEN+RENUMBERED,Asking other Teams to throw a MATCH – not cool.
2017,2018,A1,A1,0.7866,REWRITTEN,Behind the lines.
2017,2018,R34,R35,0.7857,REWRITTEN+RENUMBERED,"With the exception of servos, fans, or motors integral to sensors of COTS computing devices"
2017,2018,S5,S5,0.7812,REWRITTEN,"ROBOTS, stay on the FIELD during the MATCH."
2017,2018,G1,G1,0.7788,REWRITTEN,Know your ROBOT setup.
2017,2018,R75,R76,0.7747,REWRITTEN+RENUMBERED,Each CAN motor controller must be controlled with signal inputs sourced from the roboRIO and
2017,2018,R65,R66,0.7738,REWRITTEN+RENUMBERED,Communication between the ROBOT and the OPERATOR CONSOLE is restricted as follows:
2017,2018,G10,G12,0.7727,REWRITTEN+RENUMBERED,Don’t collude with your partners to shut down major parts of game play.
2017,2018,T24,T22,0.7711,REWRITTEN+RENUMBERED,A Team competing in a District qualifies for their District Championship by meeting one of the
2017,2018,G15,G19,0.7695,REWRITTEN+RENUMBERED,Be careful about what you interact with.
2017,2018,R16,R17,0.7595,REWRITTEN+RENUMBERED,"For convenience, Teams may disassemble their ROBOT and use up to three (3) bags to “Bag"
2017,2018,C9,C8,0.7478,REWRITTEN+RENUMBERED,"One student, one Head REFEREE."
2017,2018,C13,C10,0.7475,REWRITTEN+RENUMBERED,No work outside your pit.
2017,2018,R27,R28,0.7374,REWRITTEN+RENUMBERED,Team numbers must be displayed and positioned on the BUMPERS such that an observer
2017,2018,C8,C7,0.7129,REWRITTEN+RENUMBERED,Don’t expect to gain by doing others harm.
2017,2018,G14,G17,0.7059,REWRITTEN+RENUMBERED,Don’t climb on each other until the end.
2017,2018,R8,R9,0.6935,REWRITTEN+RENUMBERED,ROBOTS must allow removal of POWER CUBES from the ROBOT and the ROBOT from FIELD
2017,2018,T15,T14,0.6907,REWRITTEN+RENUMBERED,Only Team members wearing proper buttons are allowed on the ARCADE floor during
2017,2018,C1,C2,0.6778,REWRITTEN+RENUMBERED,Be a good person.
2017,2018,T17,T15,0.6763,REWRITTEN+RENUMBERED,"During the Einstein Finals, if the MATCH score of each ALLIANCE is equal, the MATCH is"
2017,2018,S3,S1,0.6707,REWRITTEN+RENUMBERED,Dangerous ROBOTS: not allowed.
2017,2018,S4,S2,0.6667,REWRITTEN+RENUMBERED,Wait for the green lights.
2017,2018,G27,G22,0.6651,REWRITTEN+RENUMBERED,One POWER CUBE per ROBOT.
2017,2018,A2,A2,0.6615,REWRITTEN,"During AUTO, let the ROBOT do its thing."
2017,2018,R80,R81,0.6565,REWRITTEN+RENUMBERED,All pneumatic items must be COTS pneumatic devices and either:
2017,2018,A4,A4,0.6446,REWRITTEN,Stay out of your opponent’s side of the FIELD.
2017,2018,G22,G21,0.6437,REWRITTEN+RENUMBERED,Keep POWER CUBES in bounds.
2017,2018,A3,A3,0.617,REWRITTEN,Disconnect or set down controllers.
2017,2018,H6,H11,0.6154,REWRITTEN+RENUMBERED,"COACHES, no POWER CUBES."
2017,2018,R3,R3,0.6132,REWRITTEN,"In the STARTING CONFIGURATION, the maximum ROBOT size (excluding BUMPERS) must be"
2017,2018,G3,G3,0.553,REWRITTEN,Know your DRIVE TEAM positions.
2017,2018,G8,G10,0.5207,REWRITTEN+RENUMBERED,Don’t tear others down to lift yourself up.
2017,2018,G7,G18,0.5111,REWRITTEN+RENUMBERED,Don’t mess with opponents in their PLATFORM ZONE.
2017,2018,G9,G11,0.5079,REWRITTEN+RENUMBERED,Stay out of other ROBOTS.
2017,2018,S8,S6,0.4565,REWRITTEN+RENUMBERED,Stay out of the tunnels.
2017,2018,,H10,0.4533,NEW,It doesn’t support you.
2017,2018,G17,G15,0.4397,REWRITTEN+RENUMBERED,Opponent’s EXCHANGE ZONE: no camping.
2017,2018,,H12,0.4314,NEW,"COACHES, stay clear of the VAULT"
2017,2018,R84,R85,0.4154,REWRITTEN+RENUMBERED,"Throughout an event, compressed air on the ROBOT must be provided by its one compressor."
2017,2018,G13,G16,0.4118,REWRITTEN+RENUMBERED,The NULL TERRITORY is safe.
2017,2018,H8,H13,0.4,REWRITTEN+RENUMBERED,POWER CUBES only enter the FIELD as designated.
2017,2018,,G4,0.3871,NEW,Leave the POWER CUBES alone.
2017,2018,,A5,0.3333,NEW,POWER CUBES are off-limits.
2017,2018,,H8,0.3333,NEW,Don’t abuse ARCADE access.
2017,2018,,G20,0.3129,NEW,POWER CUBES: use as directed.
2017,2018,,H3,0.2857,NEW,Don’t trick the sensors.
2017,2018,,R39,0.2768,NEW,COTS USB battery packs with a capacity of 100Wh or less (20000mAh at 5V) and 2.5 Amp max
2017,2018,,G5,0.2234,NEW,Don’t overextend yourself
2017,2018,,H9,0.2222,NEW,Don’t mess with the POWER CUBES.
2017,2018,,S3,0.2222,NEW,Never step/jump over the GUARDRAIL.
2017,2018,,G24,0.2,NEW,POWER CUBES stay on PLATES
2017,2018,,G23,0.175,NEW,POWER CUBES in opponent’s POWER CUBE ZONE – off limits.
2017,2018,,R4,0.175,NEW,ROBOTS may not extend more than 16 in. (~40 cm) beyond their FRAME PERIMETER (see
2017,2018,,C1,0.1575,NEW,Egregious or exceptional violations.
2017,2018,,G9,0.153,NEW,"Launching POWER CUBES is okay, but keep it short."
2017,2018,,G25,0.152,NEW,"PLATES are moved by POWER CUBES, not ROBOTS."
2017,2018,A5,,0.0,DROPPED,PILOTS: don’t take the “free” GEAR yet.
2017,2018,C5,,0.0,DROPPED,Don’t set up wireless networks.
2017,2018,C6,,0.0,DROPPED,Don’t try to hack networks.
2017,2018,C10,,0.0,DROPPED,Even BANNERS have standards.
2017,2018,C11,,0.0,DROPPED,Keep your hands off your BANNER.
2017,2018,G4,,0.0,DROPPED,Don’t overextend yourself
2017,2018,G18,,0.0,DROPPED,One ROBOT per ROPE.
2017,2018,G19,,0.0,DROPPED,Only climb on deployed ROPES.
2017,2018,G20,,0.0,DROPPED,Let ‘em climb: don’t touch their ROPES.
2017,2018,G21,,0.0,DROPPED,GAME PIECES: use as directed.
2017,2018,G23,,0.0,DROPPED,Shoot FUEL from your own LAUNCHPAD.
2017,2018,G24,,0.0,DROPPED,Don’t throw GEARS at all.
2017,2018,G25,,0.0,DROPPED,"AIRSHIPS run on steam, not FUEL."
2017,2018,G26,,0.0,DROPPED,"If you’re going to deliver GEARS, you have to use a LIFT."
2017,2018,G28,,0.0,DROPPED,Don’t use air to direct/redirect FUEL.
2017,2018,H3,,0.0,DROPPED,Leave FIELD scoring elements alone.
2017,2018,H9,,0.0,DROPPED,"PILOTS, keep the GEARS."
2017,2018,H10,,0.0,DROPPED,GEARS stay installed.
2017,2018,H11,,0.0,DROPPED,Don’t release ROPES early.
2017,2018,H13,,0.0,DROPPED,FUEL overboard? Only out the PORT.
2017,2018,H14,,0.0,DROPPED,You have to use the CRANK
2017,2018,I4,,0.0,DROPPED,ROPES have to be inspected.
2017,2018,I6,,0.0,DROPPED,Changes to a ROPE need re-inspection.
2017,2018,R64,,0.0,DROPPED,Ethernet-connected COTS devices or CUSTOM CIRCUITS may connect to any remaining
2017,2018,S1,,0.0,DROPPED,Safety glasses: required.
2017,2018,S2,,0.0,DROPPED,Closed-toed shoes: required.
2017,2018,S7,,0.0,DROPPED,Keep your limbs safe at all times.
2017,2018,S9,,0.0,DROPPED,Never step/jump over the GUARDRAIL.
2017,2018,S10,,0.0,DROPPED,Wireless operation: on FIELD and Practice Field only.
2017,2018,S11,,0.0,DROPPED,"If wireless on Practice Field, use FIRST’s radio."
2017,2018,S12,,0.0,DROPPED,"Climb facing the ladder, but don’t operate it."
2017,2018,T14,,0.0,DROPPED,Only Team members wearing proper badges are allowed on the ARENA floor during Subdivision
2017,2018,T16,,0.0,DROPPED,"During the Einstein Finals, if the MATCH score of each ALLIANCE is equal, the MATCH is"
2017,2018,T25,,0.0,DROPPED,TEAMS must compete in each MATCH with the same ROBOT they competed with at FIRST
2017,2018,T26,,0.0,DROPPED,ROBOTS used at the Festival of Champions must remain compliant with all ROBOT rules except
2018,2019,I2,I2,1.0,VERBATIM,Get inspected before playing a Qualification/Playoff MATCH.
2018,2019,R17,R18,1.0,VERBATIM+RENUMBERED,"For convenience, teams may disassemble their ROBOT and use up to three (3) bags to “Bag and"
2018,2019,R18,R19,1.0,VERBATIM+RENUMBERED,"If you are attending another event, such as a FIRST Championship or another Regional or District"
2018,2019,R25,R26,1.0,VERBATIM+RENUMBERED,BUMPERS must not be articulated (relative to the FRAME PERIMETER).
2018,2019,R26,R27,1.0,VERBATIM+RENUMBERED,"BUMPERS (the entire BUMPER, not just the cover) must be designed for quick and easy"
2018,2019,R40,R41,1.0,VERBATIM+RENUMBERED,Any battery charger used to charge a ROBOT battery must have the corresponding Anderson SB
2018,2019,R41,R42,1.0,VERBATIM+RENUMBERED,Any battery charger used to charge a ROBOT battery may not be used such that it exceeds 6-Amp
2018,2019,R43,R44,1.0,VERBATIM+RENUMBERED,The ROBOT battery must be secured such that it will not dislodge during vigorous ROBOT
2018,2019,R44,R45,1.0,VERBATIM+RENUMBERED,"Each electrical terminal on the ROBOT battery, main breaker, and their connections (lugs, stripped"
2018,2019,R50,R51,1.0,VERBATIM+RENUMBERED,"The PDP, associated wiring, and all circuit breakers must be easily visible for Inspection."
2018,2019,R55,R56,1.0,VERBATIM+RENUMBERED,Only one wire shall be connected to each WAGO connector on the PDP.
2018,2019,R56,R57,1.0,VERBATIM+RENUMBERED,The only circuit breakers permitted for use in the PDP are:
2018,2019,R57,R58,1.0,VERBATIM+RENUMBERED,The fuses in the PDP shall only be replaced with functionally identical fuses (mini automotive blade
2018,2019,R60,R61,1.0,VERBATIM+RENUMBERED,"Branch circuits may include intermediate elements such as COTS connectors, splices, COTS"
2018,2019,R64,R65,1.0,VERBATIM+RENUMBERED,"One (1) OpenMesh Wireless Bridge (P/N: OM5P-AN or OM5P-AC), that has been configured with"
2018,2019,R65,R66,1.0,VERBATIM+RENUMBERED,The roboRIO Ethernet PORT must be connected to the Wireless Bridge PORT labeled “18-24
2018,2019,R73,R74,1.0,VERBATIM+RENUMBERED,Neither 12VDC power nor relay module or motor controller outputs shall be directly connected to
2018,2019,R77,R78,1.0,VERBATIM+RENUMBERED,Each PCM must be controlled with signal inputs sourced from the roboRIO and passed via a CAN-
2018,2019,R82,R83,1.0,VERBATIM+RENUMBERED,"All pneumatic COMPONENTS must be used in their original, unaltered condition. Exceptions are as"
2018,2019,R87,R87,1.0,VERBATIM,Stored air pressure on the ROBOT must be no greater than 120 psi (~827 kPa). No stored air
2018,2019,R90,R90,1.0,VERBATIM,Pressure gauges must be placed in easily visible locations upstream and downstream of the
2018,2019,R98,R96,1.0,VERBATIM+RENUMBERED,"The OPERATOR CONSOLE, the set of COMPONENTS and MECHANISMS used by the DRIVERS"
2018,2019,R99,R97,1.0,VERBATIM+RENUMBERED,Devices hosting the DRIVER Station software must only interface with the Field Management
2018,2019,I6,I6,0.9966,VERBATIM,"ROBOTS are off for Inspection, mostly."
2018,2019,R94,R92,0.9956,VERBATIM+RENUMBERED,The pressure switch requirements are:
2018,2019,G8,G2,0.9939,VERBATIM+RENUMBERED,"ROBOTS must be removed from the FIELD by hand (i.e. no enabling, power, etc.)."
2018,2019,R89,R89,0.9916,VERBATIM,"Only the compressor, relief valve, pressure switch, pressure vent plug, pressure gauge, storage"
2018,2019,R61,R62,0.9902,VERBATIM+RENUMBERED,"All non-SIGNAL LEVEL wiring with a constant polarity (i.e., except for outputs of relay modules,"
2018,2019,R22,R23,0.9885,VERBATIM+RENUMBERED,"At each Event, teams may have access to a WITHHOLDING ALLOWANCE. The WITHHOLDING"
2018,2019,R45,R46,0.9868,VERBATIM+RENUMBERED,"Non-electrical sources of energy used by the ROBOT, (i.e., stored at the start of a MATCH), shall"
2018,2019,R97,R95,0.9861,VERBATIM+RENUMBERED,The DRIVER Station software provided on the National Instruments website is the only application
2018,2019,I4,I4,0.9835,VERBATIM,"Unless the change is listed below, any change to a ROBOT must get re-inspected."
2018,2019,R76,R77,0.9813,VERBATIM+RENUMBERED,Each CAN motor controller must be controlled with signal inputs sourced from the roboRIO and
2018,2019,R12,R13,0.9804,VERBATIM+RENUMBERED,"No individual, non-KOP item shall have a Fair Market Value that exceeds $500 USD. The total cost"
2018,2019,R6,R7,0.9804,VERBATIM+RENUMBERED,"Traction devices must not have surface features such as metal, sandpaper, hard plastic studs,"
2018,2019,R75,R76,0.9783,VERBATIM+RENUMBERED,"If a motor is controlled via the MXP, its power regulating device must be connected by one of the"
2018,2019,R39,R40,0.978,VERBATIM+RENUMBERED,COTS USB battery packs with a capacity of 100Wh or less (20000mAh at 5V) and 2.5 Amp max
2018,2019,R15,R16,0.9773,VERBATIM+RENUMBERED,Software and mechanical/electrical designs created before Kickoff are only permitted if the source
2018,2019,R78,R79,0.9773,VERBATIM+RENUMBERED,The PDP CAN interface must be connected to the CAN-bus on the roboRIO (either directly or
2018,2019,R81,R82,0.9765,VERBATIM+RENUMBERED,All pneumatic items must be COTS pneumatic devices and either:
2018,2019,R29,R30,0.9759,VERBATIM+RENUMBERED,Each set of BUMPERS (including any fasteners and/or structures that attach them to the ROBOT)
2018,2019,R49,R50,0.9756,VERBATIM+RENUMBERED,The 120A circuit breaker must be quickly and safely accessible from the exterior of the ROBOT.
2018,2019,R70,R71,0.975,VERBATIM+RENUMBERED,The Wireless Bridge must be mounted on the ROBOT such that the diagnostic lights are visible to
2018,2019,H2,H5,0.973,VERBATIM+RENUMBERED,Wireless devices not allowed.
2018,2019,I3,I3,0.9727,VERBATIM,Bring it all to Inspection.
2018,2019,R28,R29,0.9667,MINOR+RENUMBERED,Team numbers must be displayed and positioned on the BUMPERS such that an observer walking
2018,2019,R67,R68,0.9667,MINOR+RENUMBERED,"The roboRIO, DRIVER Station software, and Wireless Bridge must be configured to correspond to"
