year,event,week,n_teams,n_alliances,winning_alliance,rank_cols
2026,2026mokc,Week 6,41,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026code,Week 6,55,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026nvlv,Week 6,45,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026pncmp,Week 6,50,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026mibig,Week 6,41,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026miesc,Week 6,40,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026miken,Week 6,39,8,5,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026onwin,Week 6,35,8,2,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026sccmp,Week 6,31,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026chcmp,Week 6,54,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026nccmp,Week 6,50,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026nyny,Week 6,51,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026cancmp,Week 6,60,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026cascmp,Week 6,60,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026tuak2,Week 6,33,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026mifen,Week 6,42,8,2,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026njski,Week 6,34,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026onwel,Week 6,27,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026flta,Week 7,45,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026mrcmp,Week 7,66,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026necmp1,Week 7,50,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026necmp2,Week 7,50,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026nytr,Week 7,60,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026txcmp1,Week 7,45,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026txcmp2,Week 7,45,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026micmp1,Week 7,40,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026micmp2,Week 7,40,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026micmp3,Week 7,41,8,2,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026micmp4,Week 7,40,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026utwv,Week 7,42,8,2,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026micmp,Week 7,0,0,,
2026,2026necmp,Week 7,0,0,,
2026,2026txcmp,Week 7,0,0,,
2026,2026oncmp1,Week 7,50,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026oncmp2,Week 7,49,8,2,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026incmp,Week 7,38,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026wicmp,Week 7,36,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026oncmp,Week 7,0,0,,
2026,2026arc,FIRST Championship,75,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026cur,FIRST Championship,74,8,2,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026dal,FIRST Championship,75,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026gal,FIRST Championship,75,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026hop,FIRST Championship,74,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026joh,FIRST Championship,75,8,3,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026mil,FIRST Championship,74,8,2,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026new,FIRST Championship,75,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026cmptx,FIRST Championship,0,0,,
2026,2026isde1,Week 17,27,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026isde2,Week 18,24,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
2026,2026iscmp,Week 19,36,8,1,Rank|Team|Ranking Score|Avg Match|Avg Auto Fuel|Avg Tower|Record (W-L-T)|DQ|Played|Total Ranking Points*
