year,event,week,n_teams,n_alliances,winning_alliance,rank_cols
2025,2025pawar,Week 5,30,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025vtbur,Week 5,32,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025txcle,Week 5,34,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025flwp,Week 6,44,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025gacmp,Week 6,45,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025mrcmp,Week 6,60,8,2,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025necmp1,Week 6,48,8,2,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025necmp2,Week 6,48,8,4,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025ohcl,Week 6,56,8,3,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025oncmp1,Week 6,50,8,3,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025oncmp2,Week 6,50,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025tnkn,Week 6,47,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025lake,Week 6,55,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025mnmi2,Week 6,48,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025mnum,Week 6,47,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025okok,Week 6,48,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025txcmp1,Week 6,45,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025txcmp2,Week 6,45,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025caav,Week 6,40,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025pncmp,Week 6,50,8,3,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025incmp,Week 6,38,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025micmp1,Week 6,40,8,3,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025micmp2,Week 6,40,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025micmp3,Week 6,40,8,2,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025micmp4,Week 6,40,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025sccmp,Week 6,28,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025micmp,Week 6,0,0,,
2025,2025necmp,Week 6,0,0,,
2025,2025oncmp,Week 6,0,0,,
2025,2025txcmp,Week 6,0,0,,
2025,2025chcmp,Week 6,54,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025nyny,Week 6,53,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025wimi,Week 6,47,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025cabe,Week 6,55,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025cafr,Week 6,42,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025nccmp,Week 6,40,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025arc,FIRST Championship,75,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025cur,FIRST Championship,76,8,5,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025dal,FIRST Championship,75,8,6,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025gal,FIRST Championship,75,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025hop,FIRST Championship,75,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025joh,FIRST Championship,75,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025mil,FIRST Championship,75,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025new,FIRST Championship,75,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025cmptx,FIRST Championship,0,0,,
